Date,Tree.Code,Scientific.Name,Common.Name,Breaking.Leafbuds,Canopy.Cover,Leaf.Size,Colored.Leaves,Lost.Leaves,Flower.Buds,Open.Flowers,Pollen,Fruits,Ripe.Fruits,Dropped.seeds
2020-02-04,2323,Fraxinus pennsylvanica,Green Ash,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-02-11,2323,Fraxinus pennsylvanica,Green Ash,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-02-18,2323,Fraxinus pennsylvanica,Green Ash,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-02-25,2323,Fraxinus pennsylvanica,Green Ash,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-03-03,2323,Fraxinus pennsylvanica,Green Ash,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-03-10,2323,Fraxinus pennsylvanica,Green Ash,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-02-13,2323,Fraxinus pennsylvanica,Green Ash,Yes; 11-100,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-02-20,2323,Fraxinus pennsylvanica,Green Ash,Yes; 11-100,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-02-06,2323,Fraxinus pennsylvanica,Green Ash,Yes; 11-100,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2019-11-05,2323,Fraxinus pennsylvanica,Green Ash,No,75%-94%,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2018-10-16,2323,Fraxinus pennsylvanica,Green Ash,No,95% or more,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2018-10-23,2323,Fraxinus pennsylvanica,Green Ash,No,95% or more,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2018-10-30,2323,Fraxinus pennsylvanica,Green Ash,No,95% or more,95% or more,75%-94%,<5%,0,NA,NA,<3,<5%,0
2019-11-13,2323,Fraxinus pennsylvanica,Green Ash,No,50%-74%,95% or more,95% or more,25%-49%,0,NA,NA,<3,<5%,0
2018-11-09,2323,Fraxinus pennsylvanica,Green Ash,No,50%-74%,95% or more,95% or more,50%-74%,0,NA,NA,<3,<5%,0
2018-11-15,2323,Fraxinus pennsylvanica,Green Ash,No,95% or more,95% or more,95% or more,95% or more,0,NA,NA,<3,<5%,0
2018-11-27,2323,Fraxinus pennsylvanica,Green Ash,No,95% or more,NA,95% or more,95% or more,0,NA,NA,<3,<5%,0
2018-04-03,2323,Fraxinus pennsylvanica,Green Ash,Yes; 101-1000,<5%,NA,<5%,<5%,11-100,<5%,NA,<3,<5%,0
2018-03-06,2323,Fraxinus pennsylvanica,Green Ash,Yes; 11-100,<5%,NA,<5%,95% or more,11-100,<5%,NA,<3,<5%,0
2018-04-10,2323,Fraxinus pennsylvanica,Green Ash,Yes; 11-100,<5%,NA,<5%,95% or more,11-100,5-24%,NA,<3,<5%,0
2018-02-27,2323,Fraxinus pennsylvanica,Green Ash,Yes; 11-100,<5%,NA,<5%,95% or more,11-100,5-24%,NA,<3,<5%,0
2018-03-13,2323,Fraxinus pennsylvanica,Green Ash,Yes; 11-100,<5%,NA,<5%,95% or more,11-100,5-24%,NA,<3,<5%,0
2018-03-27,2323,Fraxinus pennsylvanica,Green Ash,Yes; 11-100,<5%,NA,<5%,95% or more,11-100,5-24%,NA,<3,<5%,0
2017-11-07,2323,Fraxinus pennsylvanica,Green Ash,Yes; 101-1000,25%-49%,50%-74%,25%-49%,25%-49%,0,NA,NA,NA,NA,NA
2017-11-14,2323,Fraxinus pennsylvanica,Green Ash,"Yes; 1001-10,000",5%-24%,25%-49%,5%-24%,75%-94%,0,NA,NA,NA,NA,NA
2017-10-30,2323,Fraxinus pennsylvanica,Green Ash,Yes; 101-1000,50%-74%,50%-74%,50%-74%,25%-49%,0,NA,NA,NA,NA,NA
2017-10-18,2323,Fraxinus pennsylvanica,Green Ash,Yes; 101-1000,50%-74%,50%-74%,50%-74%,5%-24%,0,NA,NA,NA,NA,NA
2017-10-23,2323,Fraxinus pennsylvanica,Green Ash,Yes; 11-100,50%-74%,50%-74%,50%-74%,5%-24%,0,NA,NA,NA,NA,NA
2017-09-19,2323,Fraxinus pennsylvanica,Green Ash,Yes; 3 to 10,50%-74%,50%-74%,50%-74%,5%-24%,0,NA,NA,NA,NA,NA
2017-10-12,2323,Fraxinus pennsylvanica,Green Ash,Yes; 3 to 10,50%-74%,50%-74%,50%-74%,5%-24%,0,NA,NA,NA,NA,NA
2017-08-30,2323,Fraxinus pennsylvanica,Green Ash,No,75%-94%,75%-94%,75%-94%,<5%,0,NA,NA,NA,NA,NA
2017-09-14,2323,Fraxinus pennsylvanica,Green Ash,No,50%-74%,50%-74%,75%-94%,5%-24%,0,NA,NA,NA,NA,NA
2017-10-03,2323,Fraxinus pennsylvanica,Green Ash,Yes; 11-100,50%-74%,50%-74%,75%-94%,5%-24%,0,NA,NA,NA,NA,NA
2017-09-27,2323,Fraxinus pennsylvanica,Green Ash,Yes; 101-1000,75%-94%,50%-74%,75%-94%,5%-24%,0,NA,NA,NA,NA,NA
2017-09-05,2323,Fraxinus pennsylvanica,Green Ash,Yes; <3,95% or more,50%-74%,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-04-22,2323,Fraxinus pennsylvanica,Green Ash,No,75%-94%,NA,50%-74%,NA,0,NA,NA,NA,NA,NA
2019-04-27,2323,Fraxinus pennsylvanica,Green Ash,No,95% or more,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-11,2323,Fraxinus pennsylvanica,Green Ash,Yes; 101-1000,0,NA,NA,NA,0,NA,NA,NA,NA,NA
2019-01-17,2323,Fraxinus pennsylvanica,Green Ash,No,0,NA,NA,NA,0,NA,NA,NA,NA,NA
2019-01-24,2323,Fraxinus pennsylvanica,Green Ash,No,0,NA,NA,NA,0,NA,NA,NA,NA,NA
2019-03-22,2323,Fraxinus pennsylvanica,Green Ash,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-04-05,2323,Fraxinus pennsylvanica,Green Ash,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-02-07,2323,Fraxinus pennsylvanica,Green Ash,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-02-15,2323,Fraxinus pennsylvanica,Green Ash,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-02-18,2323,Fraxinus pennsylvanica,Green Ash,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-02-25,2323,Fraxinus pennsylvanica,Green Ash,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-03-08,2323,Fraxinus pennsylvanica,Green Ash,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-03-15,2323,Fraxinus pennsylvanica,Green Ash,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-03-31,2323,Fraxinus pennsylvanica,Green Ash,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-02-01,2323,Fraxinus pennsylvanica,Green Ash,No,0,NA,NA,NA,11-100,NA,NA,NA,NA,NA
2017-10-05,2350,Fagus grandifolia,American Beech,Yes; 11-100,50%-74%,50%-74%,50%-74%,25%-49%,<3,<5%,NA,<3,<5%,<3
2017-09-28,2350,Fagus grandifolia,American Beech,Yes; 11-100,75%-94%,50%-74%,75%-94%,25%-49%,<3,<5%,NA,<3,<5%,<3
2017-09-20,2350,Fagus grandifolia,American Beech,Yes; 11-100,75%-94%,75%-94%,75%-94%,25%-49%,<3,<5%,NA,<3,<5%,<3
2017-09-12,2350,Fagus grandifolia,American Beech,Yes; 3 to 10,75%-94%,95% or more,75%-94%,5%-24%,<3,<5%,NA,<3,<5%,<3
2017-09-06,2350,Fagus grandifolia,American Beech,Yes; 101-1000,95% or more,95% or more,95% or more,<5%,<3,<5%,NA,<3,<5%,<3
2019-11-13,2350,Fagus grandifolia,American Beech,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-06,2350,Fagus grandifolia,American Beech,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-06,2350,Fagus grandifolia,American Beech,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-11,2350,Fagus grandifolia,American Beech,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-18,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-25,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-02,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-16,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-23,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-30,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-11-05,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-02-20,2350,Fagus grandifolia,American Beech,No,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-10,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-17,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-23,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-01,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-08,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-15,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-22,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-29,2350,Fagus grandifolia,American Beech,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2020-01-29,2350,Fagus grandfolia,American Beech,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-02-04,2350,Fagus grandfolia,American Beech,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-02-11,2350,Fagus grandfolia,American Beech,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-02-18,2350,Fagus grandfolia,American Beech,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-02-25,2350,Fagus grandfolia,American Beech,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-03-03,2350,Fagus grandfolia,American Beech,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-03-10,2350,Fagus grandfolia,American Beech,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2018-11-13,2350,Fagus grandfolia,American Beech,No,75%-94%,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2018-11-07,2350,Fagus grandfolia,American Beech,No,95% or more,75%-94%,25%-49%,25%-49%,0,NA,NA,<3,<5%,0
2019-11-19,2350,Fagus grandfolia,American Beech,No,75%-94%,95% or more,25%-49%,25%-49%,0,NA,NA,<3,<5%,0
2018-11-27,2350,Fagus grandfolia,American Beech,No,75%-94%,95% or more,50%-74%,25%-49%,0,NA,NA,<3,<5%,0
2018-04-09,2350,Fagus grandfolia,American Beech,No,5%-24%,75%-94%,95% or more,50%-74%,0,NA,NA,<3,<5%,0
2018-01-31,2350,Fagus grandfolia,American Beech,No,<5%,50%-74%,95% or more,75%-94%,0,NA,NA,<3,<5%,0
2018-04-16,2350,Fagus grandfolia,American Beech,No,5%-24%,75%-94%,95% or more,75%-94%,0,NA,NA,<3,<5%,0
2018-02-13,2350,Fagus grandfolia,American Beech,No,5%-24%,75%-94%,95% or more,75%-94%,0,NA,NA,<3,<5%,0
2018-02-26,2350,Fagus grandfolia,American Beech,No,5%-24%,75%-94%,95% or more,75%-94%,0,NA,NA,<3,<5%,0
2018-03-06,2350,Fagus grandfolia,American Beech,No,5%-24%,75%-94%,95% or more,75%-94%,0,NA,NA,<3,<5%,0
2018-03-12,2350,Fagus grandfolia,American Beech,No,5%-24%,75%-94%,95% or more,75%-94%,0,NA,NA,<3,<5%,0
2018-03-26,2350,Fagus grandfolia,American Beech,No,5%-24%,75%-94%,95% or more,75%-94%,0,NA,NA,<3,<5%,0
2018-04-04,2350,Fagus grandfolia,American Beech,No,5%-24%,75%-94%,95% or more,75%-94%,0,NA,NA,<3,<5%,0
2018-02-04,2350,Fagus grandfolia,American Beech,No,<5%,75%-94%,95% or more,95% or more,0,NA,NA,<3,<5%,0
2017-11-15,2350,Fagus grandfolia,American Beech,No,25%-49%,<5%,25%-49%,25%-49%,<3,<5%,NA,<3,<5%,NA
2017-11-09,2350,Fagus grandfolia,American Beech,No,25%-49%,25%-49%,25%-49%,25%-49%,<3,<5%,NA,<3,<5%,NA
2017-10-19,2350,Fagus grandfolia,American Beech,Yes; 3 to 10,50%-74%,25%-49%,50%-74%,25%-49%,<3,<5%,NA,<3,<5%,NA
2017-10-25,2350,Fagus grandfolia,American Beech,Yes; 3 to 10,50%-74%,25%-49%,50%-74%,25%-49%,<3,<5%,NA,<3,<5%,NA
2017-09-03,2350,Fagus grandfolia,American Beech,Yes; 3 to 10,95% or more,95% or more,95% or more,<5%,<3,NA,NA,<3,<5%,NA
2017-11-02,2350,Fagus grandfolia,American Beech,No,25%-49%,25%-49%,25%-49%,25%-49%,<3,<5%,NA,NA,NA,NA
2019-04-22,2350,Fagus grandfolia,American Beech,No,95% or more,NA,75%-94%,NA,0,NA,NA,NA,NA,NA
2019-04-27,2350,Fagus grandfolia,American Beech,No,95% or more,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-11,2350,Fagus grandfolia,American Beech,Yes; 101-1000,5%-24%,NA,50%-74%,5%-24%,0,NA,NA,NA,NA,NA
2019-01-17,2350,Fagus grandfolia,American Beech,No,25%-49%,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-01-24,2350,Fagus grandfolia,American Beech,No,25%-49%,NA,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-02-01,2350,Fagus grandfolia,American Beech,No,25%-49%,NA,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-03-22,2350,Fagus grandfolia,American Beech,No,5%-24%,NA,95% or more,5%-24%,101-1000,NA,NA,NA,NA,NA
2019-03-31,2350,Fagus grandfolia,American Beech,No,5%-24%,NA,95% or more,5%-24%,101-1000,NA,NA,NA,NA,NA
2019-04-05,2350,Fagus grandfolia,American Beech,Yes; 11-100,<5%,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-03-15,2350,Fagus grandfolia,American Beech,No,25%-49%,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-03-08,2350,Fagus grandfolia,American Beech,No,5%-24%,NA,95% or more,5%-24%,101-1000,NA,NA,NA,NA,NA
2019-02-07,2350,Fagus grandfolia,American Beech,No,25%-49%,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-02-25,2350,Fagus grandfolia,American Beech,No,25%-49%,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-02-15,2350,Fagus grandfolia,American Beech,No,25%-49%,NA,95% or more,<5%,"1001-10,000",NA,NA,NA,NA,NA
2019-02-18,2350,Fagus grandfolia,American Beech,No,25%-49%,NA,95% or more,<5%,"1001-10,000",NA,NA,NA,NA,NA
2018-02-04,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 3 to 10,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,<3
2017-10-05,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 101-1000,50%-74%,25%-49%,50%-74%,25%-49%,<3,<5%,little,<3,<5%,<3
2017-09-28,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 101-1000,50%-74%,50%-74%,50%-74%,25%-49%,<3,<5%,little,<3,<5%,<3
2017-09-20,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 101-1000,75%-94%,50%-74%,75%-94%,25%-49%,<3,<5%,little,<3,<5%,<3
2017-09-12,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 101-1000,75%-94%,75%-94%,75%-94%,5%-24%,<3,<5%,little,<3,<5%,<3
2017-09-06,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 101-1000,75%-94%,75%-94%,75%-94%,5%-24%,<3,<5%,little,<3,<5%,<3
2017-09-03,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 11-100,75%-94%,75%-94%,75%-94%,5%-24%,<3,<5%,little,<3,<5%,<3
2019-02-01,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,95% or more,NA,0,NA,NA,101-1000,95% or more,11-100
2019-03-08,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,<5%,95% or more,NA,0,NA,NA,101-1000,95% or more,11-100
2019-02-07,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,<5%,95% or more,NA,0,NA,NA,101-1000,95% or more,11-100
2019-02-18,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,<5%,95% or more,NA,0,NA,NA,101-1000,95% or more,11-100
2019-03-22,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,<5%,95% or more,NA,0,NA,NA,101-1000,95% or more,11-100
2019-04-05,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,95% or more,NA,0,NA,NA,11-100,95% or more,11-100
2019-01-24,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,95% or more,NA,0,NA,NA,101-1000,95% or more,3 to 10
2019-02-15,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,<5%,95% or more,NA,0,NA,NA,101-1000,95% or more,3 to 10
2019-02-25,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,<5%,95% or more,NA,0,NA,NA,101-1000,95% or more,3 to 10
2019-03-15,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,<5%,95% or more,NA,0,NA,NA,101-1000,95% or more,3 to 10
2019-04-11,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,95% or more,NA,0,NA,NA,11-100,95% or more,3 to 10
2018-09-06,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 11-100,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-11,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 3 to 10,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-25,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 3 to 10,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-11-13,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 11-100,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-11-27,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 11-100,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-16,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 11-100,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-30,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 11-100,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-11-06,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 11-100,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-18,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 3 to 10,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-02,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 3 to 10,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-04-09,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-04-16,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-02-13,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-02-26,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-03-06,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-03-12,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-03-26,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-04-04,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-08,2366,Juniperus virginiana,Eastern Red Cedar,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-09,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-16,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-24,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-01,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2020-01-29,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-02,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-10,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-18,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-24,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2019-11-19,2366,Juniperus virginiana,Eastern Red Cedar,No,50%-74%,50%-74%,<5%,25%-49%,0,NA,NA,<3,<5%,0
2019-10-29,2366,Juniperus virginiana,Eastern Red Cedar,No,50%-74%,75%-94%,<5%,25%-49%,0,NA,NA,<3,<5%,0
2019-11-05,2366,Juniperus virginiana,Eastern Red Cedar,No,50%-74%,75%-94%,<5%,25%-49%,0,NA,NA,<3,<5%,0
2019-10-22,2366,Juniperus virginiana,Eastern Red Cedar,No,25%-49%,75%-94%,<5%,50%-74%,0,NA,NA,<3,<5%,0
2019-11-12,2366,Juniperus virginiana,Eastern Red Cedar,No,50%-74%,75%-94%,25%-49%,25%-49%,0,NA,NA,<3,<5%,0
2018-10-23,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 11-100,95% or more,95% or more,95% or more,<5%,0,NA,NA,<3,<5%,0
2020-03-02,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,95% or more,<5%,0,NA,NA,<3,<5%,0
2020-03-09,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,95% or more,<5%,0,NA,NA,<3,<5%,0
2020-03-12,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,95% or more,<5%,0,NA,NA,<3,<5%,0
2018-02-21,2350,Fagus grandifolia,American Beech,No,5%-24%,75%-94%,95% or more,75%-94%,0,NA,NA,<3,<5%,0
2017-11-09,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 3 to 10,25%-49%,<5%,25%-49%,25%-49%,<3,<5%,little,<3,<5%,NA
2017-11-15,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 3 to 10,25%-49%,<5%,25%-49%,25%-49%,<3,<5%,little,<3,<5%,NA
2017-10-25,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 11-100,25%-49%,25%-49%,25%-49%,25%-49%,<3,<5%,little,<3,<5%,NA
2017-11-02,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 3 to 10,25%-49%,25%-49%,25%-49%,25%-49%,<3,<5%,little,<3,<5%,NA
2017-10-19,2366,Juniperus virginiana,Eastern Red Cedar,Yes; 11-100,50%-74%,25%-49%,50%-74%,25%-49%,<3,<5%,little,<3,<5%,NA
2019-03-31,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,95% or more,NA,0,NA,NA,101-1000,95% or more,NA
2019-04-27,2366,Juniperus virginiana,Eastern Red Cedar,No,75%-94%,NA,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-04-22,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-01-17,2366,Juniperus virginiana,Eastern Red Cedar,No,95% or more,NA,NA,NA,0,NA,NA,NA,NA,NA
2018-09-12,2391,Liriodendron tulipifera,Tulip Tree,No,75%-94%,25%-49%,25%-49%,25%-49%,0,NA,NA,<3,<5%,<3
2018-10-30,2391,Liriodendron tulipifera,Tulip Tree,No,50%-74%,25%-49%,25%-49%,50%-74%,0,NA,NA,<3,<5%,<3
2018-09-18,2391,Liriodendron tulipifera,Tulip Tree,No,75%-94%,25%-49%,50%-74%,25%-49%,0,NA,NA,<3,<5%,<3
2018-09-07,2391,Liriodendron tulipifera,Tulip Tree,Yes; <3,75%-94%,25%-49%,50%-74%,25%-49%,0,NA,NA,<3,<5%,<3
2018-01-31,2391,Liriodendron tulipifera,Tulip Tree,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-01-28,2391,Liriodendron tulipifera,Tulip Tree,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-01-31,2391,Liriodendron tulipifera,Tulip Tree,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2019-09-11,2391,Liriodendron tulipifera,Tulip Tree,No,75%-94%,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2019-09-19,2391,Liriodendron tulipifera,Tulip Tree,No,75%-94%,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2019-09-26,2391,Liriodendron tulipifera,Tulip Tree,No,75%-94%,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2019-10-03,2391,Liriodendron tulipifera,Tulip Tree,No,75%-94%,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2019-10-10,2391,Liriodendron tulipifera,Tulip Tree,No,75%-94%,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2019-10-17,2391,Liriodendron tulipifera,Tulip Tree,No,75%-94%,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2019-10-24,2391,Liriodendron tulipifera,Tulip Tree,No,75%-94%,95% or more,25%-49%,<5%,0,NA,NA,<3,<5%,0
2019-10-31,2391,Liriodendron tulipifera,Tulip Tree,No,75%-94%,95% or more,25%-49%,25%-49%,0,NA,NA,<3,<5%,0
2018-10-23,2391,Liriodendron tulipifera,Tulip Tree,No,50%-74%,25%-49%,25%-49%,50%-74%,0,NA,NA,<3,<5%,0
2018-09-08,2391,Liriodendron tulipifera,Tulip Tree,No,75%-94%,25%-49%,50%-74%,25%-49%,0,NA,NA,<3,<5%,0
